frame_id,timestamp,elbow_angle,knee_angle,wrist_angle,confidence_elbow,confidence_knee,confidence_wrist
0,0.0,60.91314362743328,154.8283127375378,106.1248041748648,0.46456838,0.44917902,0.46456838
1,0.0333333333333333,70.13249903008938,134.32593947852195,112.9191400887579,0.454026,0.4460314,0.454026
2,0.0666666666666666,110.52197365648985,105.28938018314464,118.72429266721538,0.47307533,0.4480261,0.47307533
3,0.1,85.34567995708015,96.8142408397755,114.21171537283331,0.4521773,0.42889524,0.4521773
4,0.1333333333333333,83.21142486543707,103.48612593541108,121.27288171752875,0.4477087,0.41290084,0.4477087
5,0.1666666666666666,85.6736693063301,81.13743572234804,131.61565912361928,0.41864482,0.41592202,0.41864482
6,0.2,119.21602242241116,56.19046051470592,148.44110087020692,0.44690904,0.38621753,0.44690904
7,0.2333333333333333,114.87921170013888,49.0708589548801,156.16089362112137,0.48758936,0.35638845,0.48758936
8,0.2666666666666666,99.29161092270617,44.21476095561734,158.77576132875095,0.51854277,0.34450176,0.51854277
9,0.3,79.29647601435971,51.5430730128017,145.31417275598207,0.5329404,0.3794218,0.5329404
10,0.3333333333333333,87.6927068075026,60.92572238965276,141.1673601466244,0.52870375,0.3685609,0.52870375
11,0.3666666666666666,113.14456062718125,72.04214747643856,132.80689002673017,0.5395702,0.35516632,0.5395702
12,0.4,124.7995388944565,65.1300298359048,119.82269828725691,0.5154304,0.34905207,0.5154304
13,0.4333333333333333,140.72402287775367,48.555879157951985,107.14500508522806,0.49741405,0.34586075,0.49741405
14,0.4666666666666667,155.23095470541696,77.95452639038827,98.85141496457535,0.46216407,0.34543476,0.46216407
15,0.5,159.93729566100973,115.993931075774,96.0324411716671,0.431802,0.3342037,0.431802
16,0.5333333333333333,152.67108144604532,132.06149487559392,96.01819480966077,0.39892054,0.32258353,0.39892054
17,0.5666666666666667,133.11935036644826,136.8741778629466,96.24624073474519,0.3697265,0.3288575,0.3697265
18,0.6,124.09237130405012,139.66484503761657,98.21971197549641,0.35268065,0.35512108,0.35268065
19,0.6333333333333333,126.69456010999826,143.15055099842948,100.35203981952093,0.3471972,0.38247362,0.3471972
20,0.6666666666666666,119.34472737137484,144.14144180110168,105.12569539636873,0.3507611,0.41647178,0.3507611
21,0.7,103.04386466337729,152.09771065552115,109.14388879403454,0.37005338,0.44780725,0.37005338
22,0.7333333333333333,90.68591076360914,150.30043479474529,111.73102572716455,0.40535736,0.4911704,0.40535736
23,0.7666666666666667,91.38387400147087,146.62212166886562,115.95224751202821,0.44935334,0.53275317,0.44935334
24,0.8,97.85943974833091,144.5810039464434,121.2164298773046,0.4863818,0.57298696,0.4863818
25,0.8333333333333334,101.30326729340632,149.0901984050041,123.99861827469856,0.5261053,0.60903347,0.5261053
26,0.8666666666666667,92.63273764556006,150.3513745881187,123.22886016352304,0.56212616,0.6432226,0.56212616
27,0.9,84.16596862272074,149.0654644664208,121.85146454959823,0.5979198,0.6747447,0.5979198
28,0.9333333333333332,82.86683272576448,147.0371911268312,125.08058336214452,0.6282166,0.7042487,0.6282166
29,0.9666666666666668,86.2559075655526,148.1991909052784,132.21506243812675,0.64716965,0.7289046,0.64716965
